Customer_Name,Customer_Since_Date,ARR,Contract_Duration,Renewal_Date,Prediction_Point,Employee_Count,Annual_Revenue,Products_Purchased,Industry,Zip_Code,City,State,Latitude,Longitude,Churn
"Solutions Solutions","2011-02-01","216766","12","2013-02-01","2012-08-01","96506","8646009335","business_critical","manufacturing","31698","Valdosta","GA","30.8327022","-83.2784851","0"
"Solutions Solutions","2011-02-01","105229","24","2015-02-01","2014-08-01","96506","8646009335","business_critical","manufacturing","31698","Valdosta","GA","30.8327022","-83.2784851","0"
"Solutions Solutions","2011-02-01","126082","24","2017-02-01","2016-08-01","96506","8646009335","business_critical","manufacturing","31698","Valdosta","GA","30.8327022","-83.2784851","0"
"Solutions Solutions","2011-02-01","79744","24","2019-02-01","2018-08-01","96506","8646009335","business_critical","manufacturing","31698","Valdosta","GA","30.8327022","-83.2784851","0"
"Solutions Solutions","2011-02-01","171712","24","2021-02-01","2020-08-01","96506","8646009335","business_critical","manufacturing","31698","Valdosta","GA","30.8327022","-83.2784851","0"
"Solutions Source","2011-11-01","10000","12","2012-11-01","2012-05-01","53154","6249822540","enterprise","financial services","98591","Toledo","WA","41.9958439","-92.5790678","0"
"Solutions Source","2011-11-01","15253","36","2015-11-01","2015-05-01","53154","6249822540","enterprise","financial services","98591","Toledo","WA","41.9958439","-92.5790678","1"
"Solutions Star People","2018-05-01","116937","12","2019-05-01","2018-11-01","80141","7541679216","business_critical","healthcare","45820","Cairo","OH","40.8319737","-84.0818775","1"
"Solutions Studio Source","2019-06-01","155377","24","2021-06-01","2020-12-01","67503","5399364978","business_critical","manufacturing","20251","Washington","DC","38.8950368","-77.0365427","0"
"Solutions Studio Source","2019-06-01","250954","12","2022-06-01","2021-12-01","67503","5399364978","business_critical","manufacturing","20251","Washington","DC","38.8950368","-77.0365427","0"
"Solutions Technology Net","2011-12-01","142400","36","2014-12-01","2014-06-01","22732","2751505829","enterprise","financial services","44124","Cleveland","OH","41.4996574","-81.6936772","0"
"Solutions Technology Net","2011-12-01","142256","12","2015-12-01","2015-06-01","22732","2751505829","enterprise","financial services","44124","Cleveland","OH","41.4996574","-81.6936772","0"
"Solutions Technology Net","2011-12-01","250414","36","2018-12-01","2018-06-01","22732","2751505829","enterprise","financial services","44124","Cleveland","OH","41.4996574","-81.6936772","0"
"Solutions Technology Net","2011-12-01","215883","24","2020-12-01","2020-06-01","22732","2751505829","enterprise","financial services","44124","Cleveland","OH","41.4996574","-81.6936772","0"
"Solutions Technology Net","2011-12-01","113851","12","2021-12-01","2021-06-01","22732","2751505829","enterprise","financial services","44124","Cleveland","OH","41.4996574","-81.6936772","0"
"Solutions Technology Net","2011-12-01","75653","12","2022-12-01","2022-06-01","22732","2751505829","enterprise","financial services","44124","Cleveland","OH","41.4996574","-81.6936772","0"
"Solutions Universal","2020-07-01","139542","24","2022-07-01","2022-01-01","87011","9313001852","enterprise","other","21054","Gambrills","MD","39.0963486","-76.65490970738688","0"
"Solutions Venture Architecture","2012-03-01","173316","12","2013-03-01","2012-09-01","71230","6828254080","premium_plus","retail","49670","Northport","MI","45.131388","-85.616751","1"
"Solutions Virtual Pacific","2018-05-01","174030","12","2019-05-01","2018-11-01","88849","9906022968","enterprise","manufacturing","28660","Olin","NC","35.9526349","-80.8397929","1"
"Source Application Analysis","2017-10-01","76605","24","2019-10-01","2019-04-01","58385","3946765823","premium_plus","other","85029","Phoenix","AZ","33.4484367","-112.074141","1"
"Source Electronics East","2017-06-01","153716","36","2020-06-01","2019-12-01","12058","831861085","business_critical","healthcare","77532","Crosby","TX","33.5778818","-101.2855737","1"
"Source Future","2015-07-01","124342","36","2018-07-01","2018-01-01","355","38982818","business_critical","financial services","08543","Princeton","NJ","40.3492744","-74.6592958","1"
"Source Future Signal","2015-07-01","142327","12","2016-07-01","2016-01-01","70238","8144921287","business_critical","telecom","60506","Aurora","IL","41.7571701","-88.3147539","0"
"Source Future Signal","2015-07-01","108090","36","2019-07-01","2019-01-01","70238","8144921287","business_critical","telecom","60506","Aurora","IL","41.7571701","-88.3147539","0"
"Source Future Signal","2015-07-01","192181","24","2021-07-01","2021-01-01","70238","8144921287","business_critical","telecom","60506","Aurora","IL","41.7571701","-88.3147539","0"
"Source Graphics Star","2017-04-01","74152","12","2018-04-01","2017-10-01","97532","12629908674","enterprise","other","77017","Houston","TX","29.7589382","-95.3676974","0"
"Source Graphics Star","2017-04-01","72260","36","2021-04-01","2020-10-01","97532","12629908674","enterprise","other","77017","Houston","TX","29.7589382","-95.3676974","0"
"Source Industries Technology","2010-07-01","10000","12","2011-07-01","2011-01-01","15223","1541540167","premium_plus","energy","85634","Sells","AZ","31.9159161","-111.878044","0"
"Source Industries Technology","2010-07-01","10000","36","2014-07-01","2014-01-01","15223","1541540167","premium_plus","energy","85634","Sells","AZ","31.9159161","-111.878044","0"
"Source Industries Technology","2010-07-01","15429","36","2017-07-01","2017-01-01","15223","1541540167","premium_plus","energy","85634","Sells","AZ","31.9159161","-111.878044","0"
"Source Industries Technology","2010-07-01","15984","12","2018-07-01","2018-01-01","15223","1541540167","premium_plus","energy","85634","Sells","AZ","31.9159161","-111.878044","0"
"Source Industries Technology","2010-07-01","13412","24","2020-07-01","2020-01-01","15223","1541540167","premium_plus","energy","85634","Sells","AZ","31.9159161","-111.878044","0"
"Source Industries Technology","2010-07-01","18558","24","2022-07-01","2022-01-01","15223","1541540167","premium_plus","energy","85634","Sells","AZ","31.9159161","-111.878044","0"
"Source Internet Net","2016-07-01","16880","12","2017-07-01","2017-01-01","37176","4731922672","premium_plus","financial services","26041","Moundsville","WV","39.920425","-80.7432124","1"
"Source Medicine Atlantic","2013-12-01","79422","12","2014-12-01","2014-06-01","53938","4608832472","premium_plus","retail","41022","Florence","KY","38.9989499","-84.6266111","1"
"Source Virtual Design","2010-12-01","72624","36","2013-12-01","2013-06-01","99242","8188752218","premium_plus","banking","41037","Elizaville","KY","38.419521","-83.825477","1"
"Source Vision Star","2018-04-01","125610","24","2020-04-01","2019-10-01","90126","8544340672","enterprise","banking","49903","Amasa","MI","46.2327267","-88.4487476","1"
"South Advanced Contract","2020-01-01","10000","12","2021-01-01","2020-07-01","17190","2141653026","business_critical","energy","80323","Boulder","CO","40.0154155","-105.270241","1"
"South Analysis","2014-04-01","176060","12","2015-04-01","2014-10-01","13667","1491020770","enterprise","retail","11932","Bridgehampton","NY","40.9378088","-72.3008997","1"
"South Analysis Galaxy","2010-03-01","135429","24","2012-03-01","2011-09-01","53626","6014092560","business_critical","insurance","47876","Saint Mary Of The Woods","IN","39.5108688","-87.4672435","0"
"South Analysis Galaxy","2010-03-01","87391","12","2013-03-01","2012-09-01","53626","6014092560","business_critical","insurance","47876","Saint Mary Of The Woods","IN","39.5108688","-87.4672435","1"
"South Data Max","2018-12-01","20306","12","2019-12-01","2019-06-01","66679","5427057082","premium_plus","other","99611","Kenai","AK","60.5544444","-151.258333","0"
"South Data Max","2018-12-01","31607","24","2021-12-01","2021-06-01","66679","5427057082","premium_plus","other","99611","Kenai","AK","60.5544444","-151.258333","0"
"South Digital Electronics","2014-11-01","142957","24","2016-11-01","2016-05-01","98594","10355792420","enterprise","healthcare","99578","Eek","AK","60.2181162","-162.0278776","0"
"South Digital Electronics","2014-11-01","189746","36","2019-11-01","2019-05-01","98594","10355792420","enterprise","healthcare","99578","Eek","AK","60.2181162","-162.0278776","0"
"South Digital Electronics","2014-11-01","269954","12","2020-11-01","2020-05-01","98594","10355792420","enterprise","healthcare","99578","Eek","AK","60.2181162","-162.0278776","0"
"South Digital Electronics","2014-11-01","81398","12","2021-11-01","2021-05-01","98594","10355792420","enterprise","healthcare","99578","Eek","AK","60.2181162","-162.0278776","1"
"South Direct Contract","2019-12-01","65252","12","2020-12-01","2020-06-01","33451","4684120779","business_critical","insurance","30205","Brooks","GA","30.8336559","-83.5958387","0"
"South Direct Contract","2019-12-01","99096","12","2021-12-01","2021-06-01","33451","4684120779","business_critical","insurance","30205","Brooks","GA","30.8336559","-83.5958387","0"
"South Electronic People","2019-12-01","256445","24","2021-12-01","2021-06-01","50830","6678225810","enterprise","financial services","66524","Overbrook","KS","38.7805607","-95.5572026","1"
"South General Solutions","2012-11-01","295634","12","2013-11-01","2013-05-01","61848","2501399242","premium_plus","insurance","78641","Leander","TX","30.5603086","-97.8553655","0"
"South General Solutions","2012-11-01","296945","24","2015-11-01","2015-05-01","61848","2501399242","premium_plus","insurance","78641","Leander","TX","30.5603086","-97.8553655","0"
"South General Solutions","2012-11-01","254856","12","2016-11-01","2016-05-01","61848","2501399242","premium_plus","insurance","78641","Leander","TX","30.5603086","-97.8553655","1"
"South General Vision","2018-10-01","87748","12","2019-10-01","2019-04-01","49706","5854298536","premium_plus","retail","76799","Waco","TX","31.507221","-97.182127","1"
"South Medicine","2010-05-01","10000","24","2012-05-01","2011-11-01","24896","2606022424","enterprise","manufacturing","51101","Sioux City","IA","42.4966815","-96.4058782","1"
"South North Provider","2012-07-01","189182","12","2013-07-01","2013-01-01","19083","1937188843","premium_plus","healthcare","30425","Garfield","GA","32.649885","-82.098175","0"
"South North Provider","2012-07-01","364063","24","2015-07-01","2015-01-01","19083","1937188843","premium_plus","healthcare","30425","Garfield","GA","32.649885","-82.098175","0"
"South North Provider","2012-07-01","200608","24","2017-07-01","2017-01-01","19083","1937188843","premium_plus","healthcare","30425","Garfield","GA","32.649885","-82.098175","0"
"South North Provider","2012-07-01","286807","24","2019-07-01","2019-01-01","19083","1937188843","premium_plus","healthcare","30425","Garfield","GA","32.649885","-82.098175","0"
"South North Provider","2012-07-01","328238","12","2020-07-01","2020-01-01","19083","1937188843","premium_plus","healthcare","30425","Garfield","GA","32.649885","-82.098175","1"
"South Omega Max","2019-03-01","222712","12","2020-03-01","2019-09-01","82804","11034842892","enterprise","financial services","52660","Yarmouth","IA","41.0267585","-91.3212888","0"
"South Omega Max","2019-03-01","163650","12","2021-03-01","2020-09-01","82804","11034842892","enterprise","financial services","52660","Yarmouth","IA","41.0267585","-91.3212888","0"
"South Omega Max","2019-03-01","261029","12","2022-03-01","2021-09-01","82804","11034842892","enterprise","financial services","52660","Yarmouth","IA","41.0267585","-91.3212888","0"
"South Research","2010-09-01","213405","24","2012-09-01","2012-03-01","34627","3533054529","enterprise","other","26405","Moatsville","WV","39.2103765","-79.9331317","1"
"South Studio Signal","2014-03-01","271887","36","2017-03-01","2016-09-01","35583","4450006210","business_critical","banking","48265","Detroit","MI","42.3315509","-83.0466403","1"
"South Technology Federated","2012-12-01","135215","24","2014-12-01","2014-06-01","93613","9332492519","enterprise","telecom","71222","Bernice","LA","32.8220876","-92.6579295","0"
"South Technology Federated","2012-12-01","32694","36","2017-12-01","2017-06-01","93613","9332492519","enterprise","telecom","71222","Bernice","LA","32.8220876","-92.6579295","0"
"South Technology Federated","2012-12-01","10000","12","2018-12-01","2018-06-01","93613","9332492519","enterprise","telecom","71222","Bernice","LA","32.8220876","-92.6579295","0"
"South Technology Federated","2012-12-01","79923","36","2021-12-01","2021-06-01","93613","9332492519","enterprise","telecom","71222","Bernice","LA","32.8220876","-92.6579295","0"
"South Venture Systems","2010-09-01","66358","12","2011-09-01","2011-03-01","22528","2730486732","premium_plus","banking","40372","Salvisa","KY","37.9167422","-84.8577283","1"
"South West Federated","2017-09-01","87819","36","2020-09-01","2020-03-01","1855","251555703","enterprise","financial services","56228","Cosmos","MN","44.9363775","-94.6968269","0"
"South West Federated","2017-09-01","151276","12","2021-09-01","2021-03-01","1855","251555703","enterprise","financial services","56228","Cosmos","MN","44.9363775","-94.6968269","0"
"Speed Advanced","2011-01-01","102693","12","2012-01-01","2011-07-01","41960","5344791735","business_critical","healthcare","35650","Moulton","AL","34.4817816","-87.2919449","0"
"Speed Advanced","2011-01-01","180602","36","2015-01-01","2014-07-01","41960","5344791735","business_critical","healthcare","35650","Moulton","AL","34.4817816","-87.2919449","1"
"Speed Advanced Digital","2013-11-01","232229","12","2014-11-01","2014-05-01","22058","2496370001","premium_plus","financial services","10567","Cortlandt Manor","NY","41.29474225","-73.87181846119927","1"
"Speed Alpha","2019-02-01","20073","12","2020-02-01","2019-08-01","8472","756737101","enterprise","energy","62009","Benld","IL","39.0928246","-89.8039845","0"
"Speed Alpha","2019-02-01","17461","12","2021-02-01","2020-08-01","8472","756737101","enterprise","energy","62009","Benld","IL","39.0928246","-89.8039845","0"
"Speed Alpha","2019-02-01","14430","12","2022-02-01","2021-08-01","8472","756737101","enterprise","energy","62009","Benld","IL","39.0928246","-89.8039845","0"
"Speed Consulting","2020-07-01","232327","12","2021-07-01","2021-01-01","10826","969025810","premium_plus","retail","72431","Grubbs","AR","35.6506982","-91.0750158","0"
"Speed Consulting","2020-07-01","23755","12","2022-07-01","2022-01-01","10826","969025810","premium_plus","retail","72431","Grubbs","AR","35.6506982","-91.0750158","0"
"Speed Digital Medicine","2016-02-01","10000","12","2017-02-01","2016-08-01","42456","4266315835","enterprise","insurance","18938","New Hope","PA","40.3642728","-74.9512785","0"
"Speed Digital Medicine","2016-02-01","21320","12","2018-02-01","2017-08-01","42456","4266315835","enterprise","insurance","18938","New Hope","PA","40.3642728","-74.9512785","1"
"Speed East Network","2020-09-01","133805","12","2021-09-01","2021-03-01","32205","3719383776","premium_plus","manufacturing","16242","New Bethlehem","PA","41.001732","-79.3314297","0"
"Speed East Network","2020-09-01","200334","12","2022-09-01","2022-03-01","32205","3719383776","premium_plus","manufacturing","16242","New Bethlehem","PA","41.001732","-79.3314297","0"
"Speed Net Virtual","2013-07-01","10000","24","2015-07-01","2015-01-01","18343","1422471864","premium_plus","other","45218","Cincinnati","OH","39.1014537","-84.5124602","0"
"Speed Net Virtual","2013-07-01","10558","12","2016-07-01","2016-01-01","18343","1422471864","premium_plus","other","45218","Cincinnati","OH","39.1014537","-84.5124602","0"
"Speed Net Virtual","2013-07-01","27396","36","2019-07-01","2019-01-01","18343","1422471864","premium_plus","other","45218","Cincinnati","OH","39.1014537","-84.5124602","0"
"Speed Network Signal","2011-07-01","121860","12","2012-07-01","2012-01-01","62529","5056615553","premium_plus","retail","22433","Burr Hill","VA","38.3440187","-77.8597169","0"
"Speed Network Signal","2011-07-01","80930","12","2013-07-01","2013-01-01","62529","5056615553","premium_plus","retail","22433","Burr Hill","VA","38.3440187","-77.8597169","0"
"Speed Network Signal","2011-07-01","236627","24","2015-07-01","2015-01-01","62529","5056615553","premium_plus","retail","22433","Burr Hill","VA","38.3440187","-77.8597169","0"
"Speed Network Signal","2011-07-01","217607","24","2017-07-01","2017-01-01","62529","5056615553","premium_plus","retail","22433","Burr Hill","VA","38.3440187","-77.8597169","0"
"Speed Network Signal","2011-07-01","111477","36","2020-07-01","2020-01-01","62529","5056615553","premium_plus","retail","22433","Burr Hill","VA","38.3440187","-77.8597169","0"
"Speed Pacific","2014-05-01","104118","12","2015-05-01","2014-11-01","37271","3981260420","business_critical","telecom","02801","Adamsville","RI","41.5543106","-71.1292313","0"
"Speed Pacific","2014-05-01","138610","12","2016-05-01","2015-11-01","37271","3981260420","business_critical","telecom","02801","Adamsville","RI","41.5543106","-71.1292313","0"
"Speed Pacific","2014-05-01","155684","24","2018-05-01","2017-11-01","37271","3981260420","business_critical","telecom","02801","Adamsville","RI","41.5543106","-71.1292313","0"
"Speed Pacific","2014-05-01","152073","12","2019-05-01","2018-11-01","37271","3981260420","business_critical","telecom","02801","Adamsville","RI","41.5543106","-71.1292313","0"
"Speed Pacific","2014-05-01","156353","36","2022-05-01","2021-11-01","37271","3981260420","business_critical","telecom","02801","Adamsville","RI","41.5543106","-71.1292313","0"
"Speed Pacific Industries","2012-08-01","166961","12","2013-08-01","2013-02-01","65606","5469288430","premium_plus","banking","98071","Auburn","WA","47.3075369","-122.2301808","1"
"Speed Systems","2014-07-01","50320","24","2016-07-01","2016-01-01","13905","1496808009","business_critical","telecom","95653","Madison","CA","38.6793483","-121.9683023","0"
"Speed Systems","2014-07-01","84825","24","2018-07-01","2018-01-01","13905","1496808009","business_critical","telecom","95653","Madison","CA","38.6793483","-121.9683023","0"
"Speed Systems","2014-07-01","108365","24","2020-07-01","2020-01-01","13905","1496808009","business_critical","telecom","95653","Madison","CA","38.6793483","-121.9683023","0"
"Star Advanced Electronic","2020-01-01","121201","36","2023-01-01","2022-07-01","86316","7355289913","enterprise","other","42642","Russell Springs","KY","37.0439","-85.07684871153846","0"
"Star Alpha Electronics","2017-09-01","144985","12","2018-09-01","2018-03-01","24927","2745191335","business_critical","financial services","87117","Kirtland Afb","NM","34.99806195","-106.51567759701862","1"
"Star Analysis","2012-04-01","142460","24","2014-04-01","2013-10-01","27939","2613633206","business_critical","insurance","07823","Belvidere","NJ","40.8299357","-75.0782702","1"
"Star Architecture Solutions","2012-08-01","103002","12","2013-08-01","2013-02-01","40510","3714780562","business_critical","healthcare","16034","Fenelton","PA","40.8703418","-79.7261609","1"
"Star Architecture Virtual","2010-09-01","147201","24","2012-09-01","2012-03-01","34822","4149932387","enterprise","insurance","43657","Toledo","OH","41.6529143","-83.5378173","0"
"Star Architecture Virtual","2010-09-01","41394","12","2013-09-01","2013-03-01","34822","4149932387","enterprise","insurance","43657","Toledo","OH","41.6529143","-83.5378173","0"
"Star Architecture Virtual","2010-09-01","137780","36","2016-09-01","2016-03-01","34822","4149932387","enterprise","insurance","43657","Toledo","OH","41.6529143","-83.5378173","0"
"Star Architecture Virtual","2010-09-01","321081","12","2017-09-01","2017-03-01","34822","4149932387","enterprise","insurance","43657","Toledo","OH","41.6529143","-83.5378173","0"
"Star Architecture Virtual","2010-09-01","213681","12","2018-09-01","2018-03-01","34822","4149932387","enterprise","insurance","43657","Toledo","OH","41.6529143","-83.5378173","0"
"Star Architecture Virtual","2010-09-01","209791","36","2021-09-01","2021-03-01","34822","4149932387","enterprise","insurance","43657","Toledo","OH","41.6529143","-83.5378173","0"
"Star Building Software","2013-10-01","78086","12","2014-10-01","2014-04-01","44592","4381307810","business_critical","banking","39630","Bude","MS","31.4629491","-90.8501014","1"
"Star Data Architecture","2012-04-01","243050","36","2015-04-01","2014-10-01","84903","11551097313","premium_plus","retail","71302","Alexandria","LA","31.2909782","-92.4616292","0"
"Star Data Architecture","2012-04-01","130962","12","2016-04-01","2015-10-01","84903","11551097313","premium_plus","retail","71302","Alexandria","LA","31.2909782","-92.4616292","1"
"Star Digital Frontier","2017-12-01","213500","36","2020-12-01","2020-06-01","61424","9644219590","premium_plus","retail","77655","Sabine Pass","TX","29.7329013","-93.8956445","0"
"Star Digital Frontier","2017-12-01","278707","24","2022-12-01","2022-06-01","61424","9644219590","premium_plus","retail","77655","Sabine Pass","TX","29.7329013","-93.8956445","0"
"Star Digital Solutions","2014-10-01","59833","12","2015-10-01","2015-04-01","57372","4918266285","premium_plus","manufacturing","53942","Lime Ridge","WI","43.467759","-90.1548485","0"
"Star Digital Solutions","2014-10-01","100645","24","2017-10-01","2017-04-01","57372","4918266285","premium_plus","manufacturing","53942","Lime Ridge","WI","43.467759","-90.1548485","0"
"Star Digital Solutions","2014-10-01","92268","12","2018-10-01","2018-04-01","57372","4918266285","premium_plus","manufacturing","53942","Lime Ridge","WI","43.467759","-90.1548485","0"
"Star Digital Solutions","2014-10-01","22709","12","2019-10-01","2019-04-01","57372","4918266285","premium_plus","manufacturing","53942","Lime Ridge","WI","43.467759","-90.1548485","0"
"Star Digital Solutions","2014-10-01","71245","12","2020-10-01","2020-04-01","57372","4918266285","premium_plus","manufacturing","53942","Lime Ridge","WI","43.467759","-90.1548485","0"
"Star Digital Solutions","2014-10-01","90045","24","2022-10-01","2022-04-01","57372","4918266285","premium_plus","manufacturing","53942","Lime Ridge","WI","43.467759","-90.1548485","0"
"Star Digital West","2020-03-01","10000","24","2022-03-01","2021-09-01","25538","2905589303","premium_plus","healthcare","38922","Coffeeville","MS","33.9767793","-89.675641","0"
"Star East","2011-05-01","194135","24","2013-05-01","2012-11-01","76259","8227508442","premium_plus","healthcare","50472","Saint Ansgar","IA","43.3785373","-92.9189658","1"
"Star Electronics","2014-01-01","91749","12","2015-01-01","2014-07-01","55912","6574699971","premium_plus","insurance","71238","Eros","LA","32.3923731","-92.4240323","1"
"Star Electronics Graphics","2010-02-01","191682","12","2011-02-01","2010-08-01","43919","3169603686","business_critical","energy","48117","Carleton","MI","42.0592101","-83.3907658","1"
"Star Federated Vision","2013-04-01","82412","36","2016-04-01","2015-10-01","29178","2088912390","enterprise","insurance","13616","Calcium","NY","44.0217286","-75.8460356","1"
"Star General","2017-11-01","20784","36","2020-11-01","2020-05-01","97001","9694063394","business_critical","energy","20015","Washington","DC","38.8950368","-77.0365427","0"
"Star General","2017-11-01","21510","12","2021-11-01","2021-05-01","97001","9694063394","business_critical","energy","20015","Washington","DC","38.8950368","-77.0365427","0"
"Star General","2017-11-01","50390","12","2022-11-01","2022-05-01","97001","9694063394","business_critical","energy","20015","Washington","DC","38.8950368","-77.0365427","0"
"Star Graphics Architecture","2011-09-01","279607","24","2013-09-01","2013-03-01","83878","10239696983","business_critical","other","60151","Maple Park","IL","41.9075282","-88.5992494","0"
"Star Graphics Architecture","2011-09-01","112722","12","2014-09-01","2014-03-01","83878","10239696983","business_critical","other","60151","Maple Park","IL","41.9075282","-88.5992494","0"
"Star Graphics Architecture","2011-09-01","139546","36","2017-09-01","2017-03-01","83878","10239696983","business_critical","other","60151","Maple Park","IL","41.9075282","-88.5992494","1"
"Star Hardware Signal","2018-02-01","128684","24","2020-02-01","2019-08-01","83766","9360391591","business_critical","retail","98093","Federal Way","WA","","","0"
"Star Hardware Signal","2018-02-01","139580","12","2021-02-01","2020-08-01","83766","9360391591","business_critical","retail","98093","Federal Way","WA","","","0"
"Star Hardware Signal","2018-02-01","125695","12","2022-02-01","2021-08-01","83766","9360391591","business_critical","retail","98093","Federal Way","WA","","","0"
"Star Hill Source","2011-03-01","72929","24","2013-03-01","2012-09-01","77158","8172331859","business_critical","banking","85358","Wickenburg","AZ","33.9680962","-112.730135","0"
"Star Hill Source","2011-03-01","100780","24","2015-03-01","2014-09-01","77158","8172331859","business_critical","banking","85358","Wickenburg","AZ","33.9680962","-112.730135","0"
"Star Hill Source","2011-03-01","94879","12","2016-03-01","2015-09-01","77158","8172331859","business_critical","banking","85358","Wickenburg","AZ","33.9680962","-112.730135","0"
"Star Hill Source","2011-03-01","126911","24","2018-03-01","2017-09-01","77158","8172331859","business_critical","banking","85358","Wickenburg","AZ","33.9680962","-112.730135","0"
"Star Hill Source","2011-03-01","64633","24","2020-03-01","2019-09-01","77158","8172331859","business_critical","banking","85358","Wickenburg","AZ","33.9680962","-112.730135","0"
"Star Hill Source","2011-03-01","126712","12","2021-03-01","2020-09-01","77158","8172331859","business_critical","banking","85358","Wickenburg","AZ","33.9680962","-112.730135","0"
"Star Innovation","2011-06-01","138915","36","2014-06-01","2013-12-01","96230","8234555085","premium_plus","healthcare","76022","Bedford","TX","32.844017","-97.1430671","0"
"Star Innovation","2011-06-01","311267","24","2016-06-01","2015-12-01","96230","8234555085","premium_plus","healthcare","76022","Bedford","TX","32.844017","-97.1430671","0"
"Star Innovation","2011-06-01","101083","24","2018-06-01","2017-12-01","96230","8234555085","premium_plus","healthcare","76022","Bedford","TX","32.844017","-97.1430671","0"
"Star Innovation","2011-06-01","179093","12","2019-06-01","2018-12-01","96230","8234555085","premium_plus","healthcare","76022","Bedford","TX","32.844017","-97.1430671","0"
"Star Max Interactive","2016-09-01","138878","24","2018-09-01","2018-03-01","47279","3894816336","premium_plus","healthcare","10121","New York","NY","40.7127281","-74.0060152","0"
"Star Max Interactive","2016-09-01","10000","12","2019-09-01","2019-03-01","47279","3894816336","premium_plus","healthcare","10121","New York","NY","40.7127281","-74.0060152","1"
"Star Software","2010-12-01","10000","12","2011-12-01","2011-06-01","59356","4404807551","premium_plus","insurance","64653","Linneus","MO","39.8786334","-93.1888169","1"
"Star Solutions People","2010-04-01","223558","12","2011-04-01","2010-10-01","38779","3291297234","premium_plus","banking","36855","Five Points","AL","33.0181788","-85.3502251","0"
"Star Solutions People","2010-04-01","198319","24","2013-04-01","2012-10-01","38779","3291297234","premium_plus","banking","36855","Five Points","AL","33.0181788","-85.3502251","0"
"Star Solutions People","2010-04-01","397543","24","2015-04-01","2014-10-01","38779","3291297234","premium_plus","banking","36855","Five Points","AL","33.0181788","-85.3502251","0"
"Star Solutions People","2010-04-01","467679","24","2017-04-01","2016-10-01","38779","3291297234","premium_plus","banking","36855","Five Points","AL","33.0181788","-85.3502251","0"
"Star Solutions People","2010-04-01","217074","24","2019-04-01","2018-10-01","38779","3291297234","premium_plus","banking","36855","Five Points","AL","33.0181788","-85.3502251","0"
"Star Solutions People","2010-04-01","158617","24","2021-04-01","2020-10-01","38779","3291297234","premium_plus","banking","36855","Five Points","AL","33.0181788","-85.3502251","0"
"Star Speed Advanced","2014-07-01","155353","24","2016-07-01","2016-01-01","11260","661901556","business_critical","financial services","29717","Hickory Grove","SC","34.9831881","-81.4164751","1"
"Star Speed Galaxy","2014-03-01","115392","12","2015-03-01","2014-09-01","14743","1023077318","enterprise","telecom","30266","Orchard Hill","GA","33.1865071","-84.2113095","0"
"Star Speed Galaxy","2014-03-01","169853","12","2016-03-01","2015-09-01","14743","1023077318","enterprise","telecom","30266","Orchard Hill","GA","33.1865071","-84.2113095","0"
"Star Speed Galaxy","2014-03-01","240720","36","2019-03-01","2018-09-01","14743","1023077318","enterprise","telecom","30266","Orchard Hill","GA","33.1865071","-84.2113095","0"
"Star Studio Research","2014-12-01","176946","12","2015-12-01","2015-06-01","34936","3700156651","business_critical","banking","02199","Boston","MA","42.3554334","-71.060511","1"
"Star Systems","2019-03-01","132994","12","2020-03-01","2019-09-01","35728","2416355026","enterprise","financial services","32062","Mc Alpin","FL","","","0"
"Star Systems","2019-03-01","250070","12","2021-03-01","2020-09-01","35728","2416355026","enterprise","financial services","32062","Mc Alpin","FL","","","0"
"Star Systems","2019-03-01","234096","12","2022-03-01","2021-09-01","35728","2416355026","enterprise","financial services","32062","Mc Alpin","FL","","","0"
"Star Systems Power","2020-02-01","127892","24","2022-02-01","2021-08-01","60600","6583939188","business_critical","energy","47848","Dugger","IN","39.0700433","-87.261404","1"
"Star Systems Studio","2017-08-01","121384","12","2018-08-01","2018-02-01","11352","1622562025","premium_plus","financial services","29821","Clarks Hill","SC","33.6588925","-82.16213425266375","0"
"Star Systems Studio","2017-08-01","31791","24","2020-08-01","2020-02-01","11352","1622562025","premium_plus","financial services","29821","Clarks Hill","SC","33.6588925","-82.16213425266375","0"
"Star Technology Net","2012-11-01","108054","24","2014-11-01","2014-05-01","61494","4353032805","premium_plus","manufacturing","91715","City Of Industry","CA","34.0182252","-117.9593061","1"
"Star Telecom Technology","2016-06-01","173295","12","2017-06-01","2016-12-01","51132","4031978966","premium_plus","financial services","72550","Locust Grove","AR","35.720911","-91.7384746","0"
"Star Telecom Technology","2016-06-01","223992","24","2019-06-01","2018-12-01","51132","4031978966","premium_plus","financial services","72550","Locust Grove","AR","35.720911","-91.7384746","0"
"Star Telecom Technology","2016-06-01","279901","12","2020-06-01","2019-12-01","51132","4031978966","premium_plus","financial services","72550","Locust Grove","AR","35.720911","-91.7384746","0"
"Star Telecom Technology","2016-06-01","426957","12","2021-06-01","2020-12-01","51132","4031978966","premium_plus","financial services","72550","Locust Grove","AR","35.720911","-91.7384746","0"
"Star Telecom Technology","2016-06-01","85894","12","2022-06-01","2021-12-01","51132","4031978966","premium_plus","financial services","72550","Locust Grove","AR","35.720911","-91.7384746","0"
"Star Universal","2012-07-01","32638","24","2014-07-01","2014-01-01","7255","1012685492","business_critical","retail","97137","Saint Paul","OR","45.2112347","-122.9767666","1"
