Customer_Name,Customer_Since_Date,ARR,Contract_Duration,Renewal_Date,Prediction_Point,Employee_Count,Annual_Revenue,Industry,State,City,Zip_Code,Latitude,Longitude,Products_Purchased,Churn,Customer_Succes_Manager,"CSAT (270 days count)","CSAT[Customer_Review] (270 days tokens)","CSAT[Customer_Review] (latest)","CSAT[Net_Promoter_Score] (270 days avg)","CSAT[Net_Promoter_Score] (270 days missing count)","CSAT[Net_Promoter_Score] (latest)","Customers (5 years count)","Customers[ARR] (5 years avg)","Customers[ARR] (5 years missing count)","Customers[Contract_Duration] (5 years avg)","Customers[Contract_Duration] (5 years counts)","Customers[Contract_Duration] (5 years most frequent)","Customers[Contract_Duration] (5 years unique count)","Customers[Customer_Succes_Manager] (5 years counts)","Customers[Customer_Succes_Manager] (5 years most frequent)","Customers[Customer_Succes_Manager] (5 years unique count)","Customers[Products_Purchased] (5 years count of business_essentials)","Customers[Products_Purchased] (5 years count of enterprise)","Customers[Products_Purchased] (5 years count of starter_pack)","Customers[Products_Purchased] (5 years most frequent)","Customers[Products_Purchased] (5 years unique count)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (1 month avg)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (1 month missing count)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (180 days avg)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (180 days missing count)","Product_Usage (1 month count)","Product_Usage (180 days count)","Product_Usage (days since previous event by Customer_Name) (1 month avg)","Product_Usage (days since previous event by Customer_Name) (1 month missing count)","Product_Usage (days since previous event by Customer_Name) (180 days avg)","Product_Usage (days since previous event by Customer_Name) (180 days missing count)","Product_Usage[Activity_Type] (1 month counts)","Product_Usage[Activity_Type] (1 month most frequent)","Product_Usage[Activity_Type] (1 month unique count)","Product_Usage[Activity_Type] (180 days counts)","Product_Usage[Activity_Type] (180 days most frequent)","Product_Usage[Activity_Type] (180 days unique count)","Product_Usage[UserID] (1 month counts)","Product_Usage[UserID] (1 month most frequent)","Product_Usage[UserID] (1 month unique count)","Product_Usage[UserID] (180 days counts)","Product_Usage[UserID] (180 days most frequent)","Product_Usage[UserID] (180 days unique count)"
"Advanced East Architecture",2015-06-01,228660,36,2018-06-01,2017-12-01,88395,8617899350,banking,VA,Hurt,24563,37.0926426,,business_essentials,1,"Florine Hamer",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,28.22222,0,98.66314,0,1,12,,1,12.47854,1,"{""share report"" : 1.0}","share report",1.0,"{""build a chart"" : 1.0, ""upload data"" : 1.0, ""launch a job"" : 1.0, ""sign in"" : 1.0, ""run analysis"" : 1.0, ""create report"" : 3.0, ""invite team member"" : 1.0, ""share report"" : 1.0, ""download data"" : 2.0}","create report",9.0,"{""ID_30162"" : 1.0}",ID_30162,1.0,"{""ID_39026"" : 1.0, ""ID_38495"" : 1.0, ""ID_30162"" : 2.0, ""ID_16874"" : 3.0, ""ID_26111"" : 1.0, ""ID_30820"" : 3.0, ""ID_37874"" : 1.0}",ID_16874,7.0
"Advanced Future Consulting",2014-06-01,105405,36,2017-06-01,2016-12-01,155134,17745568904,insurance,ND,Grenora,58845,48.618371,,starter_pack,0,"Gilda Stevens",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,11.4706,0,82.08333,0,3,8,11.98438,1,24.98631,1,"{""create report"" : 1.0, ""build a chart"" : 1.0, ""invite team member"" : 1.0}","build a chart",3.0,"{""build a chart"" : 1.0, ""launch a job"" : 2.0, ""sign in"" : 1.0, ""download report"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 1.0, ""share report"" : 1.0}","launch a job",7.0,"{""ID_13674"" : 3.0}",ID_13674,1.0,"{""ID_13674"" : 4.0, ""ID_18219"" : 3.0, ""ID_20589"" : 1.0}",ID_13674,3.0
"Advanced Future Consulting",2014-06-01,41709,24,2019-06-01,2018-12-01,155134,17745568904,insurance,ND,Grenora,58845,48.618371,,enterprise,1,"Isaac Sonnier",0,,"awsum product ..",,,3,1,105405.0,0,36.0,"{""36"" : 1.0}",36,1.0,"{""Gilda Stevens"" : 1.0}","Gilda Stevens",1.0,0.0,0.0,1.0,starter_pack,1.0,,,106.2274,0,0,11,,,12.3559,1,,,0.0,"{""upload data"" : 2.0, ""launch a job"" : 1.0, ""sign in"" : 3.0, ""run analysis"" : 1.0, ""download report"" : 1.0, ""create report"" : 1.0, ""share report"" : 1.0, ""download data"" : 1.0}","sign in",8.0,,,0.0,"{""ID_13674"" : 1.0, ""ID_17686"" : 4.0, ""ID_29609"" : 1.0, ""ID_22937"" : 2.0, ""ID_18219"" : 1.0, ""ID_37968"" : 2.0}",ID_17686,6.0
"Advanced Future Pacific",2011-01-01,249940,24,2014-01-01,2013-07-01,79230,4786179478,other,NE,Brunswick,68720,42.337469,-97.9706083,starter_pack,0,"Isaac Sonnier",0,,better,,,6,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,15.15938,0,79.17393,0,8,28,3.595139,1,6.453318,1,"{""build a chart"" : 2.0, ""upload data"" : 2.0, ""sign in"" : 2.0, ""create report"" : 1.0, ""invite team member"" : 1.0}","build a chart",5.0,"{""build a chart"" : 2.0, ""upload data"" : 5.0, ""launch a job"" : 1.0, ""sign in"" : 4.0, ""run analysis"" : 5.0, ""download report"" : 2.0, ""create report"" : 3.0, ""invite team member"" : 2.0, ""share report"" : 3.0, ""download data"" : 1.0}","run analysis",10.0,"{""ID_10082"" : 1.0, ""ID_19568"" : 2.0, ""ID_38354"" : 1.0, ""ID_27818"" : 1.0, ""ID_25562"" : 1.0, ""ID_25565"" : 2.0}",ID_19568,6.0,"{""ID_10082"" : 1.0, ""ID_19568"" : 2.0, ""ID_38354"" : 2.0, ""ID_28757"" : 4.0, ""ID_15788"" : 2.0, ""ID_29736"" : 2.0, ""ID_27818"" : 2.0, ""ID_31799"" : 2.0, ""ID_12284"" : 2.0, ""ID_25562"" : 3.0, ""ID_25565"" : 2.0, ""ID_20525"" : 4.0}",ID_20525,12.0
"Advanced Future Pacific",2011-01-01,211318,12,2015-01-01,2014-07-01,79230,4786179478,other,NE,Brunswick,68720,42.337469,-97.9706083,business_essentials,0,"Kayla Dobbins",1,"{""se"" : 1.0, ""this"" : 1.0, ""is"" : 1.0, ""than"" : 1.0, ""nothing"" : 1.0, ""better"" : 1.0}","Nothing is better than this SE",10.0,0,10,1,249940.0,0,24.0,"{""24"" : 1.0}",24,1.0,"{""Isaac Sonnier"" : 1.0}","Isaac Sonnier",1.0,0.0,0.0,1.0,starter_pack,1.0,17.95903,0,107.8443,0,3,23,6.319444,1,7.535101,1,"{""launch a job"" : 1.0, ""upload data"" : 1.0, ""download data"" : 1.0}","download data",3.0,"{""build a chart"" : 1.0, ""upload data"" : 3.0, ""launch a job"" : 4.0, ""sign in"" : 3.0, ""run analysis"" : 1.0, ""download report"" : 3.0, ""create report"" : 2.0, ""invite team member"" : 2.0, ""share report"" : 2.0, ""download data"" : 2.0}","launch a job",10.0,"{""ID_25565"" : 2.0, ""ID_28757"" : 1.0}",ID_25565,2.0,"{""ID_19568"" : 1.0, ""ID_38354"" : 1.0, ""ID_28757"" : 3.0, ""ID_29736"" : 2.0, ""ID_27818"" : 1.0, ""ID_24480"" : 2.0, ""ID_31799"" : 3.0, ""ID_12284"" : 3.0, ""ID_25562"" : 1.0, ""ID_25565"" : 2.0, ""ID_20525"" : 1.0, ""ID_37929"" : 3.0}",ID_12284,12.0
"Advanced Future Pacific",2011-01-01,244085,12,2016-01-01,2015-07-01,79230,4786179478,other,NE,Brunswick,68720,42.337469,-97.9706083,enterprise,0,"Nicolas Buxton",1,"{""nice"" : 1.0}",Nice,10.0,0,10,2,230629.0,0,18.0,"{""12"" : 1.0, ""24"" : 1.0}",12,2.0,"{""Kayla Dobbins"" : 1.0, ""Isaac Sonnier"" : 1.0}","Isaac Sonnier",2.0,1.0,0.0,1.0,business_essentials,2.0,15.76736,0,90.51915,0,3,21,5.598958,1,7.313507,1,"{""launch a job"" : 1.0, ""share report"" : 1.0, ""upload data"" : 1.0}","launch a job",3.0,"{""build a chart"" : 2.0, ""upload data"" : 4.0, ""launch a job"" : 3.0, ""sign in"" : 2.0, ""run analysis"" : 2.0, ""download report"" : 1.0, ""create report"" : 3.0, ""invite team member"" : 1.0, ""share report"" : 2.0, ""download data"" : 1.0}","upload data",10.0,"{""ID_12284"" : 1.0, ""ID_25565"" : 1.0, ""ID_15788"" : 1.0}",ID_12284,3.0,"{""ID_10082"" : 4.0, ""ID_19568"" : 3.0, ""ID_15788"" : 2.0, ""ID_27818"" : 1.0, ""ID_24480"" : 2.0, ""ID_31799"" : 1.0, ""ID_12284"" : 1.0, ""ID_25562"" : 1.0, ""ID_25565"" : 2.0, ""ID_20525"" : 3.0, ""ID_37929"" : 1.0}",ID_10082,11.0
"Advanced Future Pacific",2011-01-01,508614,12,2017-01-01,2016-07-01,79230,4786179478,other,NE,Brunswick,68720,42.337469,-97.9706083,enterprise,0,"Emilio Aquino",1,"{""used"" : 1.0, ""se"" : 1.0, ""quality"" : 1.0, ""for"" : 1.0, ""this"" : 1.0, ""4a"" : 1.0, ""want"" : 1.0, ""image"" : 1.0, ""if"" : 1.0, ""it"" : 1.0, ""camera"" : 2.0, ""google"" : 2.0, ""year"" : 2.0, ""sharp"" : 1.0, ""last"" : 2.0, ""cannot"" : 1.0, ""pixel"" : 2.0, ""now"" : 1.0, ""you"" : 1.0, ""downgrade"" : 1.0, ""was"" : 1.0, ""go"" : 1.0, ""my"" : 1.0, ""beat"" : 1.0, ""me"" : 1.0, ""expect"" : 1.0, ""actually"" : 1.0, ""from"" : 2.0, ""battery"" : 1.0, ""disappointed"" : 1.0, ""pixels"" : 1.0, ""realized"" : 1.0, ""average"" : 1.0, ""more"" : 1.0, ""iphone"" : 1.0, ""and"" : 1.0, ""photos"" : 1.0, ""phone"" : 1.0, ""display"" : 1.0}","Last year I used Google pixel 2 . Iphone se camera cannot beat pixels image quality.i expect more from this and it disappointed me.now I realized actually I was downgrade from my last year phone Average battery,camera,display .if you want sharp photos go for Google pixel 4a",6.0,0,6,3,235114.3,0,16.0,"{""12"" : 2.0, ""24"" : 1.0}",12,2.0,"{""Nicolas Buxton"" : 1.0, ""Kayla Dobbins"" : 1.0, ""Isaac Sonnier"" : 1.0}","Isaac Sonnier",3.0,1.0,1.0,1.0,business_essentials,3.0,16.22631,0,67.33553,0,9,24,2.139236,1,7.425543,1,"{""upload data"" : 1.0, ""launch a job"" : 2.0, ""download report"" : 2.0, ""create report"" : 1.0, ""invite team member"" : 2.0, ""download data"" : 1.0}","download report",6.0,"{""upload data"" : 7.0, ""launch a job"" : 3.0, ""sign in"" : 4.0, ""download report"" : 3.0, ""create report"" : 1.0, ""invite team member"" : 2.0, ""share report"" : 1.0, ""download data"" : 3.0}","upload data",8.0,"{""ID_10082"" : 1.0, ""ID_38354"" : 1.0, ""ID_29736"" : 2.0, ""ID_12284"" : 1.0, ""ID_25565"" : 2.0, ""ID_20525"" : 1.0, ""ID_37929"" : 1.0}",ID_25565,7.0,"{""ID_10082"" : 1.0, ""ID_19568"" : 1.0, ""ID_38354"" : 3.0, ""ID_15788"" : 2.0, ""ID_29736"" : 2.0, ""ID_27818"" : 2.0, ""ID_24480"" : 2.0, ""ID_31799"" : 2.0, ""ID_12284"" : 3.0, ""ID_25565"" : 2.0, ""ID_20525"" : 1.0, ""ID_37929"" : 3.0}",ID_12284,12.0
"Advanced Future Pacific",2011-01-01,392841,24,2019-01-01,2018-07-01,79230,4786179478,other,NE,Brunswick,68720,42.337469,-97.9706083,starter_pack,0,"Kira Sharpe",0,,"Worth buying for the that price.. really good..,!!",,,5,4,303489.3,0,15.0,"{""24"" : 1.0, ""12"" : 3.0}",12,2.0,"{""Isaac Sonnier"" : 1.0, ""Nicolas Buxton"" : 1.0, ""Kayla Dobbins"" : 1.0, ""Emilio Aquino"" : 1.0}","Emilio Aquino",4.0,1.0,2.0,1.0,enterprise,3.0,13.72552,0,93.75817,0,4,21,7.944907,1,8.904826,1,"{""create report"" : 1.0, ""invite team member"" : 1.0, ""run analysis"" : 1.0, ""build a chart"" : 1.0}","build a chart",4.0,"{""build a chart"" : 4.0, ""upload data"" : 3.0, ""launch a job"" : 1.0, ""sign in"" : 1.0, ""run analysis"" : 4.0, ""download report"" : 1.0, ""create report"" : 4.0, ""invite team member"" : 2.0, ""download data"" : 1.0}","build a chart",9.0,"{""ID_20525"" : 1.0, ""ID_28757"" : 1.0, ""ID_37929"" : 1.0, ""ID_25562"" : 1.0}",ID_20525,4.0,"{""ID_10082"" : 1.0, ""ID_38354"" : 1.0, ""ID_28757"" : 2.0, ""ID_15788"" : 1.0, ""ID_24480"" : 1.0, ""ID_31799"" : 3.0, ""ID_12284"" : 1.0, ""ID_25562"" : 4.0, ""ID_25565"" : 2.0, ""ID_20525"" : 1.0, ""ID_37929"" : 4.0}",ID_25562,11.0
"Advanced Future Pacific",2011-01-01,104154,24,2021-01-01,2020-07-01,79230,4786179478,other,NE,Brunswick,68720,42.337469,-97.9706083,enterprise,0,"Stevie Prieto",0,,"Great product, value for money in this price range.",,,4,3,381846.7,0,16.0,"{""24"" : 1.0, ""12"" : 2.0}",12,2.0,"{""Kira Sharpe"" : 1.0, ""Nicolas Buxton"" : 1.0, ""Emilio Aquino"" : 1.0}","Emilio Aquino",3.0,0.0,2.0,1.0,enterprise,2.0,8.378819,0,121.9827,0,2,14,9.872917,1,13.44423,1,"{""upload data"" : 1.0, ""run analysis"" : 1.0}","run analysis",2.0,"{""build a chart"" : 1.0, ""upload data"" : 3.0, ""launch a job"" : 2.0, ""run analysis"" : 2.0, ""download report"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 3.0, ""share report"" : 1.0}","invite team member",8.0,"{""ID_12284"" : 1.0, ""ID_31799"" : 1.0}",ID_12284,2.0,"{""ID_10082"" : 2.0, ""ID_28757"" : 2.0, ""ID_15788"" : 1.0, ""ID_29736"" : 2.0, ""ID_24480"" : 1.0, ""ID_31799"" : 3.0, ""ID_12284"" : 1.0, ""ID_25562"" : 1.0, ""ID_20525"" : 1.0}",ID_31799,9.0
"Advanced Future Pacific",2011-01-01,424657,12,2022-01-01,2021-07-01,79230,4786179478,other,NE,Brunswick,68720,42.337469,-97.9706083,starter_pack,0,"Gale Newton",1,"{""writing"" : 1.0, ""review"" : 1.0, ""in"" : 1.0, ""but"" : 1.0, ""good"" : 2.0, ""problem"" : 1.0, ""heating"" : 1.0, ""condition"" : 1.0, ""after"" : 1.0, ""having"" : 1.0, ""months"" : 1.0, ""received"" : 1.0, ""product"" : 1.0}","Good product in good condition received writing a review after 3 months but having heating problem",9.0,0,9,3,335203.0,0,20.0,"{""24"" : 2.0, ""12"" : 1.0}",24,2.0,"{""Kira Sharpe"" : 1.0, ""Stevie Prieto"" : 1.0, ""Emilio Aquino"" : 1.0}","Emilio Aquino",3.0,0.0,2.0,1.0,enterprise,2.0,4.320833,0,78.79253,0,2,8,2.066667,1,24.3127,1,"{""run analysis"" : 1.0, ""download data"" : 1.0}","download data",2.0,"{""build a chart"" : 2.0, ""upload data"" : 2.0, ""launch a job"" : 1.0, ""run analysis"" : 1.0, ""download data"" : 2.0}","build a chart",5.0,"{""ID_20525"" : 1.0, ""ID_19568"" : 1.0}",ID_19568,2.0,"{""ID_19568"" : 1.0, ""ID_24480"" : 1.0, ""ID_31799"" : 1.0, ""ID_25565"" : 2.0, ""ID_20525"" : 3.0}",ID_20525,5.0
"Advanced Future Pacific",2011-01-01,181765,12,2023-01-01,2022-07-01,79230,4786179478,other,NE,Brunswick,68720,42.337469,-97.9706083,starter_pack,0,"Chastity Sorenson",1,"{""good"" : 1.0}",Good👍,9.0,0,9,3,307217.3,0,20.0,"{""24"" : 2.0, ""12"" : 1.0}",24,2.0,"{""Kira Sharpe"" : 1.0, ""Gale Newton"" : 1.0, ""Stevie Prieto"" : 1.0}","Gale Newton",3.0,0.0,1.0,2.0,starter_pack,2.0,,,115.1927,0,0,4,,,40.68148,1,,,0.0,"{""build a chart"" : 1.0, ""share report"" : 1.0, ""sign in"" : 1.0, ""upload data"" : 1.0}","build a chart",4.0,,,0.0,"{""ID_12284"" : 1.0, ""ID_25565"" : 1.0, ""ID_28757"" : 1.0, ""ID_24480"" : 1.0}",ID_12284,4.0
"Advanced Innovation",2016-01-01,82637,12,2017-01-01,2016-07-01,157545,9610158184,insurance,LA,Theriot,70397,29.4115892,-90.7831358,starter_pack,1,"Alonso Houle",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,11.88924,0,106.9392,0,2,17,8.039583,1,10.02912,1,"{""invite team member"" : 1.0, ""upload data"" : 1.0}","invite team member",2.0,"{""upload data"" : 2.0, ""launch a job"" : 4.0, ""sign in"" : 2.0, ""run analysis"" : 4.0, ""download report"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 1.0, ""share report"" : 2.0}","launch a job",8.0,"{""ID_33663"" : 1.0, ""ID_20595"" : 1.0}",ID_20595,2.0,"{""ID_22167"" : 3.0, ""ID_20595"" : 4.0, ""ID_28315"" : 1.0, ""ID_33663"" : 2.0, ""ID_14968"" : 1.0, ""ID_32586"" : 1.0, ""ID_36071"" : 1.0, ""ID_36096"" : 1.0, ""ID_33197"" : 2.0, ""ID_33052"" : 1.0}",ID_20595,10.0
"Advanced Innovation Federated",2019-07-01,194413,12,2020-07-01,2020-01-01,222709,28549495408,telecom,OH,Akron,44372,41.083064,-81.518485,starter_pack,1,"Rosa Groves",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,14.78056,0,96.54092,0,2,14,6.834722,1,12.24188,1,"{""download report"" : 1.0, ""build a chart"" : 1.0}","build a chart",2.0,"{""build a chart"" : 1.0, ""launch a job"" : 2.0, ""sign in"" : 1.0, ""download report"" : 2.0, ""create report"" : 4.0, ""invite team member"" : 2.0, ""download data"" : 2.0}","create report",7.0,"{""ID_16562"" : 1.0, ""ID_11131"" : 1.0}",ID_11131,2.0,"{""ID_39243"" : 1.0, ""ID_38438"" : 1.0, ""ID_16703"" : 1.0, ""ID_38374"" : 2.0, ""ID_17672"" : 1.0, ""ID_26701"" : 1.0, ""ID_16562"" : 1.0, ""ID_19945"" : 1.0, ""ID_34182"" : 1.0, ""ID_28481"" : 1.0, ""ID_11131"" : 3.0}",ID_11131,11.0
"Advanced Network Medicine",2019-06-01,57022,24,2021-06-01,2020-12-01,58299,6041523250,manufacturing,KS,"West Mineral",66782,37.2842249,-94.9230182,starter_pack,1,"Kira Sharpe",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,22.38924,0,116.3222,0,2,14,2.779861,1,11.59199,1,"{""download report"" : 1.0, ""invite team member"" : 1.0}","download report",2.0,"{""build a chart"" : 2.0, ""launch a job"" : 1.0, ""sign in"" : 3.0, ""download report"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 1.0, ""share report"" : 3.0, ""download data"" : 2.0}","share report",8.0,"{""ID_37977"" : 1.0, ""ID_29374"" : 1.0}",ID_29374,2.0,"{""ID_37977"" : 4.0, ""ID_15995"" : 1.0, ""ID_15149"" : 2.0, ""ID_31686"" : 2.0, ""ID_22973"" : 1.0, ""ID_15231"" : 1.0, ""ID_33518"" : 2.0, ""ID_29374"" : 1.0}",ID_37977,8.0
"Advanced North",2019-02-01,139574,12,2020-02-01,2019-08-01,249327,24052055104,banking,NC,Sealevel,28577,34.8623857,-76.3876956,starter_pack,1,"Chastity Sorenson",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,24.58727,0,106.7124,0,3,13,2.788194,1,12.14844,1,"{""share report"" : 3.0}","share report",1.0,"{""build a chart"" : 1.0, ""upload data"" : 1.0, ""launch a job"" : 3.0, ""sign in"" : 1.0, ""download report"" : 2.0, ""create report"" : 2.0, ""share report"" : 3.0}","launch a job",7.0,"{""ID_15785"" : 1.0, ""ID_13032"" : 1.0, ""ID_11331"" : 1.0}",ID_11331,3.0,"{""ID_37891"" : 2.0, ""ID_13032"" : 1.0, ""ID_23252"" : 1.0, ""ID_34077"" : 1.0, ""ID_20011"" : 2.0, ""ID_24955"" : 1.0, ""ID_26204"" : 3.0, ""ID_15785"" : 1.0, ""ID_11331"" : 1.0}",ID_26204,9.0
"Advanced Omega",2017-11-01,142543,24,2019-11-01,2019-05-01,159844,23454823203,"financial services",MO,Maitland,64466,40.2008262,-95.0744187,business_essentials,0,"Simone Rutter",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,15.03194,0,87.35642,0,3,21,8.841319,1,8.186528,1,"{""invite team member"" : 1.0, ""download data"" : 1.0, ""upload data"" : 1.0}","download data",3.0,"{""build a chart"" : 3.0, ""upload data"" : 2.0, ""launch a job"" : 1.0, ""sign in"" : 3.0, ""run analysis"" : 2.0, ""download report"" : 2.0, ""create report"" : 2.0, ""invite team member"" : 2.0, ""share report"" : 1.0, ""download data"" : 3.0}","build a chart",10.0,"{""ID_16592"" : 1.0, ""ID_16370"" : 1.0, ""ID_38696"" : 1.0}",ID_16370,3.0,"{""ID_11064"" : 1.0, ""ID_18400"" : 2.0, ""ID_22447"" : 2.0, ""ID_17406"" : 2.0, ""ID_38696"" : 1.0, ""ID_16592"" : 2.0, ""ID_16370"" : 1.0, ""ID_22824"" : 2.0, ""ID_14775"" : 3.0, ""ID_19090"" : 1.0, ""ID_33249"" : 1.0, ""ID_25961"" : 3.0}",ID_14775,12.0
"Advanced Omega",2017-11-01,99865,24,2021-11-01,2021-05-01,159844,23454823203,"financial services",MO,Maitland,64466,40.2008262,-95.0744187,business_essentials,0,"Gregory Hammer",0,,"Nice phone 👍👌",,,2,1,142543.0,0,24.0,"{""24"" : 1.0}",24,1.0,"{""Simone Rutter"" : 1.0}","Simone Rutter",1.0,1.0,0.0,0.0,business_essentials,1.0,11.01505,0,63.39417,0,3,10,5.975347,1,18.89954,1,"{""download report"" : 1.0, ""launch a job"" : 1.0, ""sign in"" : 1.0}","download report",3.0,"{""build a chart"" : 1.0, ""upload data"" : 1.0, ""launch a job"" : 2.0, ""sign in"" : 2.0, ""run analysis"" : 1.0, ""download report"" : 2.0, ""share report"" : 1.0}","download report",7.0,"{""ID_33249"" : 1.0, ""ID_12754"" : 1.0, ""ID_15921"" : 1.0}",ID_12754,3.0,"{""ID_22447"" : 1.0, ""ID_16370"" : 1.0, ""ID_14775"" : 1.0, ""ID_15921"" : 1.0, ""ID_12754"" : 4.0, ""ID_33249"" : 2.0}",ID_12754,6.0
"Advanced Omega",2017-11-01,227381,12,2022-11-01,2022-05-01,159844,23454823203,"financial services",MO,Maitland,64466,40.2008262,-95.0744187,business_essentials,0,"Nicolas Buxton",1,"{""product"" : 1.0, ""best"" : 1.0}","best product",9.0,0,9,2,121204.0,0,24.0,"{""24"" : 2.0}",24,1.0,"{""Gregory Hammer"" : 1.0, ""Simone Rutter"" : 1.0}","Gregory Hammer",2.0,2.0,0.0,0.0,business_essentials,1.0,17.70417,0,95.25107,0,2,13,4.156944,1,13.43235,1,"{""invite team member"" : 1.0, ""share report"" : 1.0}","invite team member",2.0,"{""build a chart"" : 1.0, ""upload data"" : 1.0, ""launch a job"" : 1.0, ""run analysis"" : 2.0, ""download report"" : 1.0, ""invite team member"" : 2.0, ""share report"" : 4.0, ""download data"" : 1.0}","share report",8.0,"{""ID_19090"" : 1.0, ""ID_10544"" : 1.0}",ID_10544,2.0,"{""ID_11064"" : 1.0, ""ID_22447"" : 2.0, ""ID_17406"" : 1.0, ""ID_38696"" : 1.0, ""ID_22824"" : 1.0, ""ID_14775"" : 1.0, ""ID_33456"" : 1.0, ""ID_10544"" : 1.0, ""ID_21443"" : 1.0, ""ID_19090"" : 2.0, ""ID_25961"" : 1.0}",ID_19090,11.0
"Advanced Power",2014-08-01,157529,24,2016-08-01,2016-02-01,2700,232787574,insurance,IA,Swisher,52338,41.8456224,-91.6929702,business_essentials,1,"Arturo Hilliard",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,15.3919,0,96.97317,0,6,41,4.352639,1,4.284531,1,"{""build a chart"" : 1.0, ""launch a job"" : 1.0, ""sign in"" : 1.0, ""run analysis"" : 2.0, ""create report"" : 1.0}","run analysis",5.0,"{""build a chart"" : 6.0, ""upload data"" : 3.0, ""launch a job"" : 5.0, ""sign in"" : 3.0, ""run analysis"" : 5.0, ""download report"" : 4.0, ""create report"" : 2.0, ""invite team member"" : 4.0, ""share report"" : 3.0, ""download data"" : 6.0}","build a chart",10.0,"{""ID_39093"" : 1.0, ""ID_14905"" : 2.0, ""ID_13735"" : 1.0, ""ID_33020"" : 1.0, ""ID_31500"" : 1.0}",ID_14905,5.0,"{""ID_18968"" : 1.0, ""ID_39093"" : 2.0, ""ID_18072"" : 2.0, ""ID_14905"" : 5.0, ""ID_35003"" : 3.0, ""ID_21361"" : 2.0, ""ID_25756"" : 2.0, ""ID_13735"" : 3.0, ""ID_33020"" : 3.0, ""ID_33896"" : 3.0, ""ID_31500"" : 2.0, ""ID_36934"" : 1.0, ""ID_29573"" : 1.0, ""ID_34873"" : 3.0, ""ID_20427"" : 1.0, ""ID_20145"" : 1.0, ""ID_29191"" : 2.0, ""ID_29853"" : 4.0}",ID_14905,18.0
"Advanced Power Alpha",2017-01-01,36426,12,2018-01-01,2017-07-01,88470,13200351005,telecom,NY,"New York",10101,40.7127281,-74.0060152,starter_pack,1,"Rosa Groves",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,0,0,,,,,,,0.0,,,0.0,,,0.0,,,0.0
"Advanced Signal",2015-04-01,256613,12,2016-04-01,2015-10-01,149271,12715912868,insurance,GA,Carnesville,30521,34.3698266,-83.235155,starter_pack,1,"Kira Sharpe",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,21.08565,0,77.23858,0,3,18,5.334722,1,8.640114,1,"{""upload data"" : 1.0, ""build a chart"" : 2.0}","build a chart",2.0,"{""build a chart"" : 3.0, ""upload data"" : 2.0, ""launch a job"" : 2.0, ""sign in"" : 1.0, ""run analysis"" : 2.0, ""download report"" : 2.0, ""create report"" : 1.0, ""invite team member"" : 3.0, ""share report"" : 1.0, ""download data"" : 1.0}","build a chart",10.0,"{""ID_32694"" : 2.0, ""ID_15654"" : 1.0}",ID_32694,2.0,"{""ID_30035"" : 2.0, ""ID_30285"" : 1.0, ""ID_18627"" : 1.0, ""ID_24575"" : 2.0, ""ID_15654"" : 2.0, ""ID_13409"" : 2.0, ""ID_32694"" : 3.0, ""ID_20052"" : 2.0, ""ID_27361"" : 3.0}",ID_27361,9.0
"Advanced Signal Electronic",2018-12-01,193454,24,2020-12-01,2020-06-01,83570,8523755629,healthcare,WA,Seattle,98125,47.6038321,-122.330062,enterprise,1,"Araceli Blaylock",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,140.932,0,0,10,,,9.936034,1,,,0.0,"{""upload data"" : 1.0, ""launch a job"" : 1.0, ""sign in"" : 1.0, ""run analysis"" : 2.0, ""create report"" : 2.0, ""share report"" : 2.0, ""download data"" : 1.0}","create report",7.0,,,0.0,"{""ID_27525"" : 2.0, ""ID_31677"" : 1.0, ""ID_32500"" : 1.0, ""ID_18508"" : 1.0, ""ID_34567"" : 1.0, ""ID_39823"" : 1.0, ""ID_27720"" : 1.0, ""ID_38892"" : 2.0}",ID_27525,8.0
