Customer_Name,ARR,Contract_Duration,Prediction_Point,Products_Purchased
South Analysis,417044,24,2020-10-01,starter_pack
South Analysis Galaxy,135429,24,2011-09-01,enterprise
South Analysis Galaxy,87391,12,2012-09-01,starter_pack
South Analysis Galaxy,97071,24,2014-09-01,enterprise
South Analysis Galaxy,179243,24,2016-09-01,business_essentials
South Analysis Galaxy,103437,24,2018-09-01,business_essentials
South Analysis Galaxy,206743,24,2020-09-01,enterprise
South Data Max,20306,12,2019-06-01,business_essentials
South Data Max,31607,24,2021-06-01,enterprise
South Digital Electronics,142957,24,2016-05-01,starter_pack
South Digital Electronics,189746,36,2019-05-01,starter_pack
South Digital Electronics,269954,12,2020-05-01,starter_pack
South Digital Electronics,81398,12,2021-05-01,starter_pack
South Direct Contract,65252,12,2020-06-01,business_essentials
South Direct Contract,99096,12,2021-06-01,enterprise
South Electronic People,256445,24,2021-06-01,starter_pack
South General Solutions,295634,12,2013-05-01,business_essentials
South General Solutions,296945,24,2015-05-01,starter_pack
South General Solutions,254856,12,2016-05-01,starter_pack
South General Vision,87748,12,2019-04-01,starter_pack
South Medicine,10000,24,2011-11-01,business_essentials
South North Provider,189182,12,2013-01-01,starter_pack
South North Provider,364063,24,2015-01-01,enterprise
South North Provider,200608,24,2017-01-01,business_essentials
South North Provider,286807,24,2019-01-01,business_essentials
South North Provider,328238,12,2020-01-01,business_essentials
South North Provider,58800,12,2021-01-01,business_essentials
South Omega Max,222712,12,2019-09-01,enterprise
South Omega Max,163650,12,2020-09-01,starter_pack
South Omega Max,261029,12,2021-09-01,starter_pack
South Research,213405,24,2012-03-01,business_essentials
South Research,528470,36,2015-03-01,enterprise
South Research,202841,24,2017-03-01,business_essentials
South Research,312092,12,2018-03-01,enterprise
South Studio Signal,271887,36,2016-09-01,business_essentials
South Technology Federated,135215,24,2014-06-01,enterprise
South Technology Federated,32694,36,2017-06-01,starter_pack
South Technology Federated,10000,12,2018-06-01,starter_pack
South Technology Federated,79923,36,2021-06-01,enterprise
South Venture Systems,66358,12,2011-03-01,business_essentials
South West Federated,87819,36,2020-03-01,enterprise
South West Federated,151276,12,2021-03-01,business_essentials
Speed Advanced,102693,12,2011-07-01,enterprise
Speed Advanced Digital,232229,12,2014-05-01,business_essentials
Speed Alpha,20073,12,2019-08-01,enterprise
Speed Alpha,17461,12,2020-08-01,enterprise
Speed Alpha,14430,12,2021-08-01,enterprise
Speed Consulting,232327,12,2021-01-01,business_essentials
Speed Digital Medicine,10000,12,2016-08-01,enterprise
Speed Digital Medicine,21320,12,2017-08-01,starter_pack
Speed Digital Medicine,10000,36,2020-08-01,business_essentials
Speed Digital Medicine,10000,24,2022-08-01,starter_pack
Speed East Network,133805,12,2021-03-01,enterprise
Speed East Network,200334,12,2022-03-01,starter_pack
Speed Net Virtual,10000,24,2015-01-01,enterprise
Speed Network Signal,121860,12,2012-01-01,business_essentials
Speed Network Signal,80930,12,2013-01-01,starter_pack
Speed Network Signal,236627,24,2015-01-01,business_essentials
Speed Network Signal,217607,24,2017-01-01,enterprise
Speed Network Signal,111477,36,2020-01-01,starter_pack
Speed Pacific,104118,12,2014-11-01,enterprise
Speed Pacific,138610,12,2015-11-01,enterprise
Speed Pacific,155684,24,2017-11-01,business_essentials
Speed Pacific Industries,166961,12,2013-02-01,business_essentials
Speed Systems,50320,24,2016-01-01,starter_pack
Speed Systems,84825,24,2018-01-01,starter_pack
Speed Systems,108365,24,2020-01-01,business_essentials
Star Advanced Electronic,121201,36,2022-07-01,business_essentials
Star Alpha Electronics,144985,12,2018-03-01,business_essentials
Star Analysis,142460,24,2013-10-01,business_essentials
Star Architecture Solutions,103002,12,2013-02-01,business_essentials
Star Architecture Virtual,147201,24,2012-03-01,starter_pack
Star Building Software,78086,12,2014-04-01,starter_pack
Star Building Software,110429,24,2016-04-01,enterprise
Star Data Architecture,243050,36,2014-10-01,business_essentials
Star Data Architecture,130962,12,2015-10-01,starter_pack
Star Data Architecture,479231,12,2016-10-01,starter_pack
Star Digital Frontier,213500,36,2020-06-01,enterprise
Star Digital Frontier,278707,24,2022-06-01,business_essentials
Star Digital Solutions,59833,12,2015-04-01,business_essentials
Star Digital West,10000,24,2021-09-01,starter_pack
Star East,194135,24,2012-11-01,enterprise
Star East,344735,24,2014-11-01,enterprise
Star Electronics,91749,12,2014-07-01,starter_pack
Star Electronics,57728,24,2016-07-01,starter_pack
Star Electronics Graphics,191682,12,2010-08-01,starter_pack
Star Federated Vision,82412,36,2015-10-01,starter_pack
Star General,20784,36,2020-05-01,enterprise
Star General,21510,12,2021-05-01,starter_pack
Star General,50390,12,2022-05-01,enterprise
Star Graphics Architecture,279607,24,2013-03-01,enterprise
Star Hardware Signal,128684,24,2019-08-01,business_essentials
Star Hardware Signal,139580,12,2020-08-01,enterprise
Star Hardware Signal,125695,12,2021-08-01,starter_pack
Star Hill Source,72929,24,2012-09-01,enterprise
Star Innovation,138915,36,2013-12-01,business_essentials
Star Innovation,311267,24,2015-12-01,enterprise
Star Innovation,101083,24,2017-12-01,starter_pack
Star Innovation,179093,12,2018-12-01,starter_pack
Star Max Interactive,138878,24,2018-03-01,enterprise
Star Max Interactive,10000,12,2019-03-01,business_essentials
Star Max Interactive,217603,12,2020-03-01,starter_pack
Star Max Interactive,226951,12,2021-03-01,enterprise
Star Max Interactive,163254,12,2022-03-01,enterprise
Star Software,10000,12,2011-06-01,business_essentials
Star Solutions People,223558,12,2010-10-01,enterprise
Star Speed Advanced,155353,24,2016-01-01,business_essentials
Star Speed Galaxy,115392,12,2014-09-01,enterprise
Star Studio Research,176946,12,2015-06-01,enterprise
Star Systems,132994,12,2019-09-01,business_essentials
Star Systems,250070,12,2020-09-01,starter_pack
Star Systems,234096,12,2021-09-01,business_essentials
Star Systems Power,127892,24,2021-08-01,business_essentials
Star Systems Studio,121384,12,2018-02-01,enterprise
Star Technology Net,108054,24,2014-05-01,business_essentials
Star Telecom Technology,173295,12,2016-12-01,business_essentials
Star Universal,32638,24,2014-01-01,starter_pack
Star Universal,40474,24,2016-01-01,business_essentials
Star Universal Hill,139799,36,2019-03-01,business_essentials
Star Universal Hill,103766,12,2020-03-01,business_essentials
Star Virtual Solutions,54562,12,2018-03-01,starter_pack
Star Vision,237266,12,2013-01-01,business_essentials
Star Vision Electronic,70434,24,2016-08-01,business_essentials
Star Vision West,150137,36,2012-08-01,enterprise
Star West Galaxy,85652,36,2020-07-01,business_essentials
Star West Galaxy,60950,12,2021-07-01,enterprise
Star West Galaxy,108574,12,2022-07-01,enterprise
Studio Adventure Pacific,10000,24,2014-05-01,business_essentials
Studio Application Digital,56671,12,2011-09-01,starter_pack
Studio Application Digital,81882,12,2012-09-01,business_essentials
Studio Bell Vision,65146,24,2012-12-01,business_essentials
Studio Bell Vision,47513,12,2013-12-01,starter_pack
Studio Bell Vision,109622,24,2015-12-01,business_essentials
Studio Bell Vision,93655,24,2017-12-01,business_essentials
Studio Building Virtual,174285,12,2011-01-01,enterprise
Studio Contract,176621,24,2013-06-01,enterprise
Studio Direct South,153384,24,2019-07-01,business_essentials
Studio Direct South,174718,24,2021-07-01,starter_pack
Studio Future Interactive,67747,12,2019-05-01,starter_pack
Studio Future Interactive,93901,12,2020-05-01,business_essentials
Studio Future Interactive,55413,24,2022-05-01,business_essentials
Studio Signal Telecom,115144,24,2011-11-01,enterprise
Studio South Adventure,101984,12,2012-09-01,business_essentials
Studio Speed Network,176053,12,2013-11-01,enterprise
Studio Speed Network,231324,12,2014-11-01,business_essentials
Studio Telecom People,205119,24,2021-09-01,enterprise
Studio Universal Studio,153069,24,2017-09-01,enterprise
Studio Virtual,191837,12,2017-04-01,enterprise
Systems Advanced Provider,101070,12,2012-03-01,enterprise
Systems Advanced Provider,236142,12,2013-03-01,enterprise
Systems Advanced Provider,11319,36,2016-03-01,starter_pack
Systems Advanced Provider,116790,36,2019-03-01,enterprise
Systems Adventure Internet,101404,12,2020-08-01,starter_pack
Systems Direct,67927,12,2010-10-01,starter_pack
Systems Direct,63103,36,2013-10-01,enterprise
Systems Direct,149217,12,2014-10-01,starter_pack
Systems Direct,50250,12,2015-10-01,business_essentials
Systems Direct,64954,12,2016-10-01,starter_pack
Systems Direct,87371,36,2019-10-01,business_essentials
Systems Direct,86994,24,2021-10-01,business_essentials
Systems Direct Contract,220444,36,2017-02-01,starter_pack
Systems Federated,91357,12,2018-12-01,business_essentials
Systems Federated,83562,36,2021-12-01,business_essentials
Systems Galaxy,162097,12,2017-07-01,enterprise
Systems Internet Electronic,130857,12,2017-10-01,business_essentials
Systems Internet Electronic,236968,12,2018-10-01,starter_pack
Systems Internet Electronic,244673,12,2019-10-01,starter_pack
Systems Internet Electronic,147288,12,2020-10-01,business_essentials
Systems Internet Electronic,37462,12,2021-10-01,enterprise
Systems Resource General,92749,12,2012-01-01,business_essentials
Systems Technology,144978,12,2011-01-01,starter_pack
Systems Vision Solutions,232038,12,2012-02-01,starter_pack
Technology Building Source,117974,24,2020-08-01,starter_pack
Technology Building Source,257308,24,2022-08-01,enterprise
Technology Digital,71427,12,2013-09-01,business_essentials
Technology Future,140614,36,2016-02-01,enterprise
Technology Future,195953,24,2018-02-01,enterprise
Technology Galaxy Hardware,103162,24,2017-07-01,business_essentials
Technology Galaxy Hardware,213083,36,2020-07-01,enterprise
Technology Galaxy Hardware,110159,24,2022-07-01,enterprise
Technology Internet Interactive,90545,12,2016-08-01,business_essentials
Technology Medicine,182020,36,2020-08-01,business_essentials
Technology Research Telecom,159540,12,2019-11-01,starter_pack
Technology Research Telecom,182600,12,2020-11-01,starter_pack
Technology Speed South,110171,24,2020-04-01,business_essentials
Technology Speed South,33471,24,2022-04-01,business_essentials
Technology Universal Virtual,158559,36,2022-02-01,enterprise
Technology Vision Digital,174060,12,2020-05-01,enterprise
Technology West,71020,12,2015-07-01,starter_pack
Telecom Adventure Hill,96400,12,2014-08-01,starter_pack
Telecom Adventure Hill,109822,24,2016-08-01,starter_pack
Telecom Adventure Hill,220230,12,2017-08-01,starter_pack
Telecom Adventure Hill,223145,12,2018-08-01,starter_pack
Telecom Alpha Analysis,98923,36,2021-03-01,enterprise
Telecom Alpha Vision,157396,24,2018-03-01,business_essentials
Telecom Alpha Vision,183981,36,2021-03-01,starter_pack
Telecom Alpha Vision,229210,12,2022-03-01,business_essentials
Telecom Contract Application,49771,24,2018-07-01,starter_pack
Telecom Contract Consulting,10000,12,2010-12-01,enterprise
Telecom Contract Consulting,10000,24,2012-12-01,starter_pack
Telecom Contract Consulting,10000,36,2015-12-01,starter_pack
Telecom Data Adventure,110989,12,2013-03-01,business_essentials
Telecom Direct,225957,12,2010-10-01,enterprise
Telecom Direct,396457,24,2012-10-01,starter_pack
Telecom Frontier General,114386,36,2012-12-01,business_essentials
Telecom Frontier General,46793,12,2013-12-01,business_essentials
Telecom Frontier General,160387,24,2015-12-01,enterprise
Telecom Galaxy Vision,182598,24,2013-06-01,business_essentials
Telecom Galaxy Vision,213843,36,2016-06-01,business_essentials
Telecom Galaxy Vision,267266,12,2017-06-01,enterprise
Telecom Galaxy Vision,314018,12,2018-06-01,starter_pack
Telecom Galaxy Vision,122687,36,2021-06-01,starter_pack
Telecom Industries Federated,112503,12,2016-01-01,business_essentials
Telecom Net,10000,12,2019-08-01,enterprise
Telecom Net,11343,12,2020-08-01,business_essentials
Telecom Signal,227829,24,2021-07-01,starter_pack
Telecom Signal,388270,12,2022-07-01,enterprise
Telecom Software,219413,12,2020-12-01,starter_pack
Telecom Software,359960,12,2021-12-01,enterprise
Telecom Solutions Bell,177067,24,2019-04-01,business_essentials
Telecom Solutions Bell,59228,24,2021-04-01,business_essentials
Telecom Solutions Bell,233896,12,2022-04-01,enterprise
Telecom Solutions Net,283497,12,2012-01-01,starter_pack
Telecom Star Industries,140316,12,2012-01-01,business_essentials
Telecom West,108167,12,2019-01-01,starter_pack
Telecom West,112964,24,2021-01-01,starter_pack
Universal Advanced Galaxy,208766,12,2012-03-01,business_essentials
Universal Advanced Galaxy,171462,12,2013-03-01,business_essentials
Universal Advanced Galaxy,305897,12,2014-03-01,business_essentials
Universal Advanced Galaxy,394451,12,2015-03-01,enterprise
Universal Advanced Galaxy,323589,12,2016-03-01,starter_pack
Universal Adventure,66816,36,2021-07-01,enterprise
Universal Application Network,100825,12,2019-05-01,starter_pack
Universal Application Network,128257,36,2022-05-01,enterprise
Universal Atlantic,138738,12,2017-01-01,starter_pack
Universal Atlantic,113069,12,2018-01-01,starter_pack
Universal Atlantic,232467,36,2021-01-01,enterprise
Universal Atlantic,200536,12,2022-01-01,enterprise
Universal Electronics Telecom,367866,12,2011-12-01,starter_pack
Universal Electronics Telecom,459626,12,2012-12-01,starter_pack
Universal Electronics Telecom,364040,12,2013-12-01,business_essentials
Universal Electronics Telecom,639589,12,2014-12-01,enterprise
Universal Federated,161856,12,2020-10-01,enterprise
Universal Future,177798,24,2018-05-01,starter_pack
Universal Future Adventure,74264,36,2019-09-01,starter_pack
Universal Medicine Resource,10000,12,2013-11-01,business_essentials
Universal Medicine Resource,10000,12,2014-11-01,starter_pack
Universal Solutions Vision,65350,24,2015-01-01,starter_pack
Universal Telecom,155348,12,2019-07-01,enterprise
Universal Virtual North,65695,36,2019-06-01,business_essentials
Universal Virtual North,76363,12,2020-06-01,business_essentials
Universal Virtual North,97673,12,2021-06-01,starter_pack
Venture Advanced,190123,12,2014-04-01,starter_pack
Venture Advanced,199456,12,2015-04-01,enterprise
Venture Advanced,194978,12,2016-04-01,business_essentials
Venture Advanced,112551,12,2017-04-01,enterprise
Venture Advanced,123948,24,2019-04-01,enterprise
Venture Advanced,339726,12,2020-04-01,business_essentials
Venture Advanced Bell,94732,12,2021-05-01,enterprise
Venture Atlantic Innovation,88529,24,2015-11-01,enterprise
Venture Atlantic Innovation,37873,12,2016-11-01,starter_pack
Venture Atlantic Innovation,104148,36,2019-11-01,starter_pack
Venture Construction Internet,71228,12,2013-04-01,enterprise
Venture Contract Research,191537,12,2020-07-01,starter_pack
Venture Contract Research,300687,12,2021-07-01,enterprise
Venture Contract Research,202968,12,2022-07-01,starter_pack
Venture Data Provider,29786,12,2010-11-01,business_essentials
Venture Data Speed,20215,12,2019-07-01,business_essentials
Venture Electronic,133065,24,2015-04-01,starter_pack
Venture Electronic,112758,12,2016-04-01,enterprise
Venture Electronic,212053,12,2017-04-01,business_essentials
Venture Electronic,162379,12,2018-04-01,business_essentials
Venture Electronic,103614,12,2019-04-01,starter_pack
Venture Electronic North,285479,12,2011-07-01,starter_pack
Venture Future Software,203312,36,2020-07-01,business_essentials
Venture Internet,61059,36,2019-12-01,enterprise
Venture Internet,35397,12,2020-12-01,business_essentials
Venture Internet,62137,12,2021-12-01,starter_pack
Venture Internet Analysis,125781,24,2014-01-01,business_essentials
Venture Net,145463,12,2020-05-01,business_essentials
Venture Net,111905,12,2021-05-01,business_essentials
Venture Omega,150349,36,2012-11-01,business_essentials
Venture Omega,241586,12,2013-11-01,enterprise
Venture Omega,113175,12,2014-11-01,starter_pack
Venture Resource,30100,24,2020-10-01,business_essentials
Venture Signal North,177720,36,2020-09-01,starter_pack
Venture Signal North,327344,12,2021-09-01,enterprise
Venture Star North,292389,12,2012-03-01,business_essentials
Venture Star North,10000,12,2013-03-01,business_essentials
Venture Star North,350465,12,2014-03-01,starter_pack
Venture Star North,371765,12,2015-03-01,enterprise
Venture Star North,282923,12,2016-03-01,starter_pack
Virtual Adventure People,162569,12,2012-03-01,enterprise
Virtual Building Power,100074,12,2014-04-01,enterprise
Virtual Direct Design,270242,12,2010-11-01,starter_pack
Virtual Direct Design,323446,12,2011-11-01,enterprise
Virtual Direct Design,363928,24,2013-11-01,enterprise
Virtual Direct Design,56202,36,2016-11-01,business_essentials
Virtual Direct Design,457728,24,2018-11-01,enterprise
Virtual Direct Design,258068,24,2020-11-01,business_essentials
Virtual Electronics,95981,24,2011-10-01,enterprise
Virtual Graphics,206493,24,2021-12-01,enterprise
Virtual Graphics Architecture,137318,36,2014-04-01,starter_pack
Virtual Graphics Architecture,238138,12,2015-04-01,starter_pack
Virtual Graphics Architecture,172704,12,2016-04-01,enterprise
Virtual Innovation,181880,12,2018-03-01,starter_pack
Virtual Innovation,96544,24,2020-03-01,enterprise
Virtual Internet,118434,12,2019-04-01,business_essentials
Virtual Internet,206469,36,2022-04-01,business_essentials
Virtual Max,91990,12,2015-04-01,enterprise
Virtual Max,65972,12,2016-04-01,starter_pack
Virtual Max,122370,24,2018-04-01,business_essentials
Virtual Max,136917,12,2019-04-01,starter_pack
Virtual Omega Building,34971,12,2020-05-01,business_essentials
Virtual Omega Building,37561,24,2022-05-01,enterprise
Virtual Resource,252694,24,2014-01-01,enterprise
Virtual Solutions Application,154135,36,2022-08-01,starter_pack
Virtual Source,20566,12,2015-05-01,business_essentials
Virtual South Speed,88725,12,2012-02-01,enterprise
Virtual Telecom,56379,24,2015-09-01,starter_pack
Vision Analysis Data,217322,12,2019-01-01,starter_pack
Vision Analysis Data,246769,12,2020-01-01,business_essentials
Vision Analysis Data,331109,24,2022-01-01,business_essentials
Vision Analysis Star,162866,12,2018-12-01,enterprise
Vision Analysis Star,238569,12,2019-12-01,business_essentials
Vision Analysis Star,305134,24,2021-12-01,enterprise
Vision Building Hardware,194501,24,2021-11-01,enterprise
Vision Construction,218446,36,2013-02-01,starter_pack
Vision Construction Frontier,154229,12,2015-09-01,enterprise
Vision Construction Frontier,157010,24,2017-09-01,business_essentials
Vision Construction Frontier,200524,12,2018-09-01,starter_pack
Vision Construction Frontier,295267,24,2020-09-01,enterprise
Vision Construction Frontier,86051,12,2021-09-01,starter_pack
Vision Construction Star,119070,12,2011-06-01,business_essentials
Vision Design,88469,12,2011-07-01,starter_pack
Vision Direct Medicine,137582,12,2017-07-01,starter_pack
Vision Electronic,125233,24,2019-05-01,starter_pack
Vision Electronic Adventure,224021,12,2015-09-01,business_essentials
Vision Electronics,10000,12,2017-07-01,business_essentials
Vision Electronics,15960,36,2020-07-01,starter_pack
Vision Electronics,13072,12,2021-07-01,business_essentials
Vision Galaxy People,242955,12,2014-11-01,starter_pack
Vision General Adventure,74572,24,2018-10-01,starter_pack
Vision General Adventure,48963,24,2020-10-01,business_essentials
Vision General Adventure,118098,12,2021-10-01,enterprise
Vision Graphics Star,161050,12,2018-01-01,starter_pack
Vision Hardware,158430,36,2013-01-01,starter_pack
Vision Hardware,115382,12,2014-01-01,business_essentials
Vision Hardware,51844,24,2016-01-01,enterprise
Vision Hardware,122161,12,2017-01-01,starter_pack
Vision Hardware,133466,12,2018-01-01,starter_pack
Vision Hardware Federated,96061,12,2011-05-01,enterprise
Vision Network,166261,12,2019-04-01,starter_pack
Vision Network,168102,12,2020-04-01,starter_pack
Vision Network,170499,24,2022-04-01,business_essentials
Vision Network Alpha,151810,12,2011-10-01,starter_pack
Vision Network Alpha,204699,36,2014-10-01,business_essentials
Vision Network Alpha,268116,12,2015-10-01,business_essentials
Vision Network Alpha,66551,24,2017-10-01,business_essentials
Vision Pacific East,253741,24,2014-01-01,business_essentials
Vision Power Data,113022,24,2021-12-01,enterprise
Vision Power Digital,212213,12,2018-04-01,starter_pack
Vision Power Digital,381151,12,2019-04-01,enterprise
Vision Power Digital,207117,12,2020-04-01,business_essentials
Vision Power Digital,302127,12,2021-04-01,starter_pack
Vision Power Digital,330458,12,2022-04-01,enterprise
Vision Solutions,108742,36,2016-12-01,enterprise
Vision Solutions Max,22205,24,2017-06-01,business_essentials
Vision Solutions Max,24387,12,2018-06-01,starter_pack
Vision Solutions Max,10000,36,2021-06-01,enterprise
Vision Speed Digital,98737,12,2021-03-01,enterprise
Vision Star,135113,12,2014-08-01,business_essentials
Vision Star,151041,12,2015-08-01,enterprise
Vision Star,51076,24,2017-08-01,enterprise
Vision Star,109057,12,2018-08-01,enterprise
Vision Systems,10000,12,2017-06-01,enterprise
Vision Telecom,87809,24,2022-06-01,starter_pack
Vision Venture,115307,12,2010-12-01,business_essentials
Vision Venture,119699,36,2013-12-01,enterprise
West Advanced Bell,247270,24,2016-04-01,enterprise
West Alpha Graphics,26992,12,2016-09-01,business_essentials
West Architecture,184624,12,2011-07-01,enterprise
West Data Resource,152414,24,2017-09-01,starter_pack
West Digital Building,107123,12,2012-06-01,enterprise
West Federated,159030,12,2019-03-01,enterprise
West Federated,89143,12,2020-03-01,starter_pack
West Federated,248196,12,2021-03-01,enterprise
West Interactive Venture,81472,12,2014-03-01,starter_pack
West Net Construction,146660,12,2013-12-01,business_essentials
West Net Construction,228053,24,2015-12-01,enterprise
West Net Construction,191878,24,2017-12-01,enterprise
West Net Construction,306943,12,2018-12-01,enterprise
West Omega Galaxy,278131,12,2020-09-01,starter_pack
West Power Venture,190288,36,2018-07-01,business_essentials
West Power Venture,258931,12,2019-07-01,starter_pack
West Power Venture,320387,24,2021-07-01,business_essentials
West South,57777,12,2019-11-01,enterprise
West South,45734,12,2020-11-01,enterprise
West Telecom Solutions,146288,24,2012-06-01,starter_pack
West Telecom Solutions,169862,36,2015-06-01,starter_pack
West Telecom Solutions,271400,24,2017-06-01,enterprise
West Telecom Solutions,187092,12,2018-06-01,business_essentials
West Telecom Solutions,152211,24,2020-06-01,enterprise
West Vision Vision,198482,24,2020-12-01,starter_pack
West Vision Vision,364564,12,2021-12-01,starter_pack
